"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
-122.5,37.75,45,1672,344,838,314,4.1419,291500,"NEAR OCEAN"
-117.14,33.81,13,4496,756,2044,695,3.2778,148800,"INLAND"
-118.36,33.93,27,4445,1231,3340,1113,3.1656,204500,"<1H OCEAN"
-118.44,34.5,5,1514,220,1355,215,8.1344,359000,"INLAND"
-119.21,34.26,23,2887,540,1508,518,3.3452,217600,"NEAR OCEAN"
-118.31,34.16,37,2144,446,860,435,3.9464,315000,"<1H OCEAN"
-121.24,38.22,28,2593,487,1365,457,3.3929,113000,"INLAND"
-121.42,38.22,35,1507,313,868,283,2.0284,96300,"INLAND"
-115.53,34.91,12,807,199,246,102,2.5391,40000,"INLAND"
-119.26,34.28,41,1835,311,683,308,4.8977,358200,"NEAR OCEAN"
-121.74,39.15,20,2302,412,1205,399,2.8,71200,"INLAND"
-118.02,33.72,22,8844,1706,4404,1594,4.4453,267800,"<1H OCEAN"
-116.39,33.69,10,11659,2007,2186,1083,6.9833,238800,"INLAND"
-116.71,33.94,12,549,109,209,90,3.0208,66300,"INLAND"
-121.24,38.66,14,3335,440,1329,429,6.2082,250300,"INLAND"
-117.16,32.72,24,1232,663,1184,626,1.0391,162500,"NEAR OCEAN"
-118.19,34.65,33,1781,326,913,314,3.9963,126800,"INLAND"
-118.35,34,40,2894,395,1063,409,6.939,372000,"<1H OCEAN"
-122.09,38,6,10191,1882,4377,1789,5.2015,204200,"NEAR BAY"
-117.27,32.82,35,2908,595,1068,529,4.1793,500001,"NEAR OCEAN"
-118.03,34.16,36,1640,239,693,253,6.6888,500001,"INLAND"
-118.38,33.99,21,11308,3039,5127,2839,4.6277,228300,"<1H OCEAN"
-120.65,38.42,23,1538,305,730,267,2.6078,116700,"INLAND"
-118.45,34.28,38,1527,332,1303,340,3.5714,152000,"<1H OCEAN"
-119.73,36.72,26,2645,1005,1660,991,0.6991,89500,"INLAND"
-121.53,38.58,33,4988,1169,2414,1075,1.9728,76400,"INLAND"
-119.81,36.92,14,4795,710,2047,640,4.665,121300,"INLAND"
-122.26,38.33,34,2048,316,780,267,5.815,339200,"NEAR BAY"
-118.27,33.95,34,1261,315,1027,303,2.2946,88800,"<1H OCEAN"
-122.76,38.44,11,2895,524,1633,534,4.7283,170200,"<1H OCEAN"
-118.12,33.82,42,1493,277,671,267,3.2794,224500,"<1H OCEAN"
-120.76,37.61,30,816,159,531,147,3.2604,87900,"INLAND"
-118.43,34.07,34,3203,483,949,439,10.3467,500001,"<1H OCEAN"
-118.2,34.11,37,2040,611,1698,545,1.9355,166300,"<1H OCEAN"
-120.46,37.33,4,786,116,368,109,6.3215,138200,"INLAND"
-117.96,33.81,35,1153,192,884,208,5.2384,177400,"<1H OCEAN"
-121.31,37.44,33,69,28,47,14,0.536,112500,"INLAND"
-119.71,36.76,28,2675,527,1392,521,2.3108,72000,"INLAND"
-118.19,34.12,46,3387,820,2833,813,2.987,176900,"<1H OCEAN"
-120.12,41.4,33,2820,515,976,403,2.6062,52600,"INLAND"
-121.47,38.57,48,3136,926,1443,877,1.9034,123900,"INLAND"
-118.37,33.77,26,6339,876,2540,880,10.1447,500001,"NEAR OCEAN"
-119.98,38.93,28,1194,272,494,203,2.3281,85800,"INLAND"
-123.22,39.16,32,1149,187,499,208,3.6587,154600,"<1H OCEAN"
-118.28,34.08,39,3162,896,1934,818,2.875,213500,"<1H OCEAN"
-117.03,32.69,8,2460,397,1784,390,4.5662,175500,"NEAR OCEAN"
-118.04,33.97,34,1759,431,1282,391,3.0491,158200,"<1H OCEAN"
-119.81,36.73,47,1314,416,1155,326,1.372,49600,"INLAND"
-119.7,34.41,19,1215,360,1349,423,2.6607,226500,"NEAR OCEAN"
-117.11,32.75,18,1943,587,1329,522,1.7696,103100,"NEAR OCEAN"
-116.96,33.62,8,1003,167,388,140,4.2917,221900,"INLAND"
-118.01,33.92,35,1606,289,829,273,5.273,187600,"<1H OCEAN"
-117.93,33.88,32,2458,359,967,409,7.2893,293500,"<1H OCEAN"
-118.28,34.04,24,1283,545,1932,516,1.2969,160200,"<1H OCEAN"
-121,37.64,43,311,95,293,94,1.2902,67500,"INLAND"
-121.99,36.96,16,875,201,300,157,2.625,377300,"NEAR OCEAN"
-118.36,34.04,34,3239,806,2331,765,2.0538,125800,"<1H OCEAN"
-122.07,37.37,22,3770,727,1657,762,4.8021,457500,"NEAR BAY"
-117.11,32.57,32,2723,586,1702,562,3.3371,140500,"NEAR OCEAN"
-121.32,38.7,16,2966,578,1365,480,3.2444,118400,"INLAND"
-117.84,33.66,5,665,171,384,171,4.5833,230400,"<1H OCEAN"
-118.61,34.59,5,4028,896,2062,826,4.0579,167100,"INLAND"
-122.53,37.88,36,2688,485,1064,449,4.4583,308600,"NEAR BAY"
-122.65,38.23,52,1735,347,712,343,3.1711,200800,"<1H OCEAN"
-122.07,37.64,22,5861,1516,5436,1463,2.5158,134900,"NEAR BAY"
-118.28,33.95,41,835,208,707,192,1.4103,86200,"<1H OCEAN"
-118.2,33.8,42,4577,1146,2749,1094,2.5012,197500,"NEAR OCEAN"
-117.59,33.65,2,4860,1193,2332,1073,4.5022,151900,"<1H OCEAN"
-122.6,38.9,23,292,56,92,41,2.9583,91700,"INLAND"
-119.44,38.53,20,1963,434,682,273,1.5817,97800,"INLAND"
-119.01,35.31,19,7092,1517,4101,1436,2.1006,74800,"INLAND"
-118.34,34.01,37,4291,1102,1941,953,1.7945,106300,"<1H OCEAN"
-123.01,38.48,37,1179,282,354,176,1.3712,118300,"NEAR OCEAN"
-118.22,33.92,43,1195,256,1251,262,3.4539,125000,"<1H OCEAN"
-122.42,37.74,52,2713,624,1370,594,4.6547,325700,"NEAR BAY"
-117.31,34.41,14,3019,643,1639,582,1.5288,103400,"INLAND"
-118.46,34.31,24,2920,601,1460,598,4.2708,218200,"<1H OCEAN"
-118.34,33.99,48,2009,335,919,297,4.8125,170500,"<1H OCEAN"
-118.99,34.23,9,10618,1617,4830,1606,6.6246,284200,"<1H OCEAN"
-120.98,38.99,17,3403,661,1540,622,3.6354,162900,"INLAND"
-119.64,37.31,15,2654,530,1267,489,2.8393,104400,"INLAND"
-122.5,37.77,52,2739,569,1312,531,3.5833,322900,"NEAR BAY"
-119.37,36.19,24,1306,266,889,276,2.4922,66100,"INLAND"
-121.96,37.41,17,3208,617,2286,602,5.2937,238000,"<1H OCEAN"
-121.96,37.06,16,1321,224,650,206,6.3258,390000,"NEAR OCEAN"
-118.28,33.8,38,1471,329,1207,335,4,165500,"<1H OCEAN"
-122.17,37.71,38,890,200,481,198,3.244,179800,"NEAR BAY"
-118.33,33.82,26,5591,934,2824,939,6.5861,417800,"<1H OCEAN"
-118.21,34.18,14,2672,335,1113,318,12.1579,500001,"<1H OCEAN"
-122.42,37.75,52,2112,528,1227,513,3.5536,4e+05,"NEAR BAY"
-122.05,37.36,29,1733,255,679,278,7.5337,406800,"<1H OCEAN"
-122.23,40.4,18,2102,377,1059,384,3.0556,95500,"INLAND"
-121.33,37.97,43,1511,292,721,320,3.5703,87400,"INLAND"
-120.4,34.86,11,1633,348,504,327,2.0508,275000,"<1H OCEAN"
-120.79,36.06,29,1916,386,1019,314,2.4881,87500,"<1H OCEAN"
-118.39,33.82,30,3433,918,1526,828,4.5817,500001,"NEAR OCEAN"
-117.85,33.92,11,3331,410,1460,416,8.0287,371800,"<1H OCEAN"
-118.52,34.25,11,7849,1664,3561,1500,4.6625,290900,"<1H OCEAN"
-117.64,33.66,6,5221,1217,2597,1119,4.6076,204000,"<1H OCEAN"
-118.01,34.15,52,2234,472,986,439,3.9125,265500,"INLAND"
-118.02,33.78,28,3375,559,1754,554,5.5446,228900,"<1H OCEAN"
-121.32,38.71,14,4594,774,2474,782,4.5245,127500,"INLAND"
-122.7,38.33,16,1244,242,696,236,3.6369,158700,"<1H OCEAN"
-117.1,32.73,24,2927,704,2005,668,2.2375,102900,"NEAR OCEAN"
-120.06,36.97,35,1859,428,1208,399,1.4044,61700,"INLAND"
-120.97,37.69,14,5514,909,2819,970,3.8598,174400,"INLAND"
-119.34,35.6,16,1584,309,1011,268,2.4961,58800,"INLAND"
-122.17,38.08,7,18392,2782,8276,2742,6.4232,229200,"NEAR BAY"
-117.91,34.05,35,3189,NA,1727,500,5.0758,211100,"<1H OCEAN"
-118.98,38.03,15,991,277,419,170,3.5469,82500,"INLAND"
-122.06,37.91,15,5393,1422,2133,1288,4.1612,232800,"NEAR BAY"
-116.91,32.73,8,4630,624,2048,575,6.4745,300300,"<1H OCEAN"
-118.02,33.94,23,4815,1081,3232,1016,3.488,191800,"<1H OCEAN"
-119.35,36.21,26,2481,586,1445,498,1.6378,60300,"INLAND"
-119.05,35.44,5,2133,487,1182,438,3.0268,77000,"INLAND"
-120.87,37.6,32,4579,914,2742,856,2.6619,86200,"INLAND"
-118.26,34.07,30,929,238,763,214,2.5227,187500,"<1H OCEAN"
-119.19,34.21,28,4194,811,2556,856,4.2227,235400,"NEAR OCEAN"
-117.97,33.71,26,2553,405,1337,411,5.3737,252900,"<1H OCEAN"
-118.17,34.07,37,1155,225,814,241,3.875,148500,"<1H OCEAN"
-118.44,34.03,37,975,189,489,202,4.2434,331000,"<1H OCEAN"
-122.55,38.42,24,2220,411,894,365,4.2891,211700,"<1H OCEAN"
-119.86,36.78,7,2232,490,1274,499,2.9853,74700,"INLAND"
-116.98,32.72,4,1078,158,571,184,4.6667,223300,"<1H OCEAN"
-117.87,33.89,22,2340,664,1382,546,3.343,184600,"<1H OCEAN"
-117.23,34.15,17,5036,817,2084,833,4.6445,137200,"INLAND"
-117.06,32.69,9,1520,269,1250,265,4.8875,157700,"NEAR OCEAN"
-117.18,32.83,27,2346,399,1105,373,4.2708,182800,"NEAR OCEAN"
-118.1,33.82,36,1946,346,871,336,5.2155,254800,"<1H OCEAN"
-118.55,34.19,18,5862,NA,3161,1280,3.1106,170600,"<1H OCEAN"
-118.1,33.9,40,1880,377,1229,378,4.4167,174600,"<1H OCEAN"
-124.23,40.81,52,1112,209,544,172,3.3462,50800,"NEAR OCEAN"
-118.09,34.07,38,1036,226,1058,235,3.2578,184200,"<1H OCEAN"
-122.04,37.96,27,2587,729,1500,623,1.837,175000,"NEAR BAY"
-117.08,32.64,11,1651,533,947,515,1.6806,141700,"NEAR OCEAN"
-118.85,35.23,26,1639,352,1222,395,1.7656,68000,"INLAND"
-118.11,34.06,14,2628,668,2208,574,2.9764,160300,"<1H OCEAN"
-121.24,38,25,1471,300,721,304,2.4688,126800,"INLAND"
-117.19,32.78,34,4108,664,1659,644,4.4097,252000,"NEAR OCEAN"
-119.79,36.76,52,1185,260,635,239,1.175,56100,"INLAND"
-123.4,39.46,10,4086,831,2111,758,3.2156,104400,"<1H OCEAN"
-121.84,37.66,13,13182,2074,4847,1950,5.6417,352900,"INLAND"
-118.42,34.21,29,2893,543,1636,540,5.1586,237400,"<1H OCEAN"
-121.99,37.26,17,4034,611,1158,560,8.2069,442500,"<1H OCEAN"
-119.43,36.63,25,1784,312,904,303,3.625,107600,"INLAND"
-122.96,38.26,20,1982,358,308,132,3.1429,240900,"NEAR OCEAN"
-117.26,32.98,12,3900,977,1690,892,4.125,226900,"NEAR OCEAN"
-121.34,37.96,27,1839,442,2010,416,2.1284,59400,"INLAND"
-117.96,33.86,35,2181,371,1249,358,4.2937,183200,"<1H OCEAN"
-122.22,37.77,40,494,114,547,135,2.8015,114800,"NEAR BAY"
-121.43,38.57,46,2443,476,939,457,3.5893,142000,"INLAND"
-121.99,37.92,14,1780,224,764,226,9.0243,427700,"INLAND"
-122.33,37.58,27,5144,1481,2518,1447,3.4836,287900,"NEAR OCEAN"
-118.22,33.94,42,1046,287,1218,289,2.6538,143400,"<1H OCEAN"
-122.28,37.49,25,7335,1157,2626,1049,6.5475,500001,"NEAR OCEAN"
-121.66,39.66,17,3502,655,1763,613,2.9625,101200,"INLAND"
-117.13,32.71,38,993,246,760,205,1.1563,82700,"NEAR OCEAN"
-118.4,34.09,45,2686,283,857,259,15.0001,500001,"<1H OCEAN"
-117.28,33.85,16,3498,702,2372,672,2.3229,118000,"INLAND"
-122.01,37.31,23,6846,1078,2951,1063,6.3702,332000,"<1H OCEAN"
-118.38,34.19,30,977,264,736,258,1.9866,177400,"<1H OCEAN"
-117.5,34.04,4,3428,649,2158,632,5.0175,143400,"INLAND"
-119.69,36.8,31,2576,458,1306,418,3.2813,68700,"INLAND"
-120.22,39.35,8,1872,281,203,71,4.5882,198400,"INLAND"
-122.26,37.81,34,5871,1914,2689,1789,2.8406,335700,"NEAR BAY"
-121.01,37.74,14,2368,297,796,301,8.7783,435000,"INLAND"
-122.28,37.81,19,1207,243,721,207,1.1111,108300,"NEAR BAY"
-122.19,37.73,44,1066,253,825,244,2.1538,79700,"NEAR BAY"
-117.21,32.74,52,1245,174,468,193,6.9322,334500,"NEAR OCEAN"
-117.12,32.8,29,2863,534,1392,522,3.8719,174200,"NEAR OCEAN"
-118.02,33.76,27,2905,587,1781,561,4.25,214800,"<1H OCEAN"
-122.48,37.78,50,2159,437,1111,417,3.5588,346400,"NEAR BAY"
-118.97,35.38,35,1673,426,1041,413,1.375,57500,"INLAND"
-117.89,33.84,33,1587,374,1159,331,2.8021,195100,"<1H OCEAN"
-117.92,33.65,25,1679,470,1314,473,4.1026,211500,"<1H OCEAN"
-117.24,32.73,37,2260,354,809,351,5.9113,388300,"NEAR OCEAN"
-117.24,32.79,25,2135,691,566,320,2.6902,212500,"NEAR OCEAN"
-117.71,33.57,4,3289,753,1285,651,4.045,226000,"<1H OCEAN"
-118.46,34.26,33,1358,247,738,235,5.0947,210300,"<1H OCEAN"
-117.88,33.85,34,1127,185,588,181,4.375,224700,"<1H OCEAN"
-118.41,34.06,43,2665,556,1015,506,4.1411,500001,"<1H OCEAN"
-121.41,36.84,23,1771,356,1105,338,3.7049,192200,"INLAND"
-117.05,32.76,37,4879,906,2076,871,3.6625,154800,"NEAR OCEAN"
-122.47,37.76,52,2465,489,1170,498,4.0793,306700,"NEAR BAY"
-116.92,32.82,17,2492,494,1278,439,2.8875,155700,"<1H OCEAN"
-121.95,37.11,21,2387,357,913,341,7.736,397700,"<1H OCEAN"
-118.98,35.39,29,607,177,476,143,1.1875,50700,"INLAND"
-120.41,36.77,24,1335,312,1180,267,1.947,68900,"INLAND"
-120.96,37.59,11,4236,879,2410,850,2.3849,122000,"INLAND"
-117.11,32.78,16,2220,512,930,527,3.6528,133200,"NEAR OCEAN"
-120,38.9,21,1653,419,737,308,1.9727,114100,"INLAND"
-119.67,36.65,20,2512,449,1464,450,3.9211,92300,"INLAND"
-121.21,38.65,14,3443,510,1413,505,5.6529,196000,"INLAND"
-122.09,37.6,36,385,94,295,92,2.9706,147900,"NEAR BAY"
-121.35,38.61,25,4916,1243,2140,1136,2.5511,134100,"INLAND"
-119.89,36.79,5,3821,705,2179,694,3.7821,80400,"INLAND"
-119.78,36.31,14,1287,291,737,269,3.1667,126400,"INLAND"
-118.41,33.88,34,1471,308,498,264,7.0842,500001,"<1H OCEAN"
-119.08,36.13,21,2271,376,1145,372,3.1528,113700,"INLAND"
-118.1,34.08,21,1349,352,1188,330,2.5,182100,"<1H OCEAN"
-119.98,37.43,12,2776,592,1236,489,2.5551,105000,"INLAND"
-122.43,37.8,52,1006,251,349,233,3.2235,5e+05,"NEAR BAY"
-121.22,37.93,21,336,68,206,73,4.75,121400,"INLAND"
-119.09,36.42,15,1517,361,1275,343,1.5875,55800,"INLAND"
-121.32,38,22,2105,521,781,483,2.213,87500,"INLAND"
-117.24,34.06,9,3603,786,1782,718,3.2604,93300,"INLAND"
-117.98,33.68,17,2603,373,1265,382,6.8039,332900,"<1H OCEAN"
-122.42,37.62,43,2367,409,1141,400,4.8295,319000,"NEAR OCEAN"
-118.31,34.05,38,1864,515,1768,439,1.9336,190600,"<1H OCEAN"
-118.54,34.19,22,3380,790,2199,737,2.5739,239200,"<1H OCEAN"
-118.82,35.2,34,2185,469,1910,455,2.1136,57300,"INLAND"
-119.16,34.28,11,5330,1056,2801,1028,4.763,232700,"NEAR OCEAN"
-117.25,33.06,6,9859,1448,4194,1401,6.439,296200,"NEAR OCEAN"
-121.88,37.29,44,2026,396,908,383,4.1406,274100,"<1H OCEAN"
-118.31,33.98,44,222,54,234,77,5.1136,111700,"<1H OCEAN"
-117.92,33.62,37,2038,379,837,381,5.2416,471300,"<1H OCEAN"
-121.78,36.92,19,1515,253,975,266,4.3906,241200,"<1H OCEAN"
-121.63,37.1,14,5034,797,2124,790,4.9028,335000,"<1H OCEAN"
-117.09,33.03,17,2786,396,1228,396,6.4211,220700,"<1H OCEAN"
-119.45,36.09,18,408,82,253,75,2.0313,112500,"INLAND"
-118.42,34.08,48,2413,261,770,248,15.0001,500001,"<1H OCEAN"
-118.17,34.12,35,2568,672,1696,605,2.9154,169200,"<1H OCEAN"
-119.28,34.42,23,4763,828,2198,771,4.8105,313000,"NEAR OCEAN"
-121.63,39.15,16,1547,418,940,400,1.5613,72500,"INLAND"
-118.3,34.07,18,3759,NA,3296,1462,2.2708,175000,"<1H OCEAN"
-118.3,33.84,36,1428,268,825,250,4.7222,239600,"<1H OCEAN"
-122.45,37.77,52,2296,509,1039,472,4.1417,5e+05,"NEAR BAY"
-122.45,37.66,35,2738,509,1545,493,5.3446,263300,"NEAR OCEAN"
-121.52,38.9,32,1650,313,802,284,2.9048,98200,"INLAND"
-122.41,37.73,42,2604,573,1703,507,3.4231,230200,"NEAR BAY"
-122.1,37.19,18,808,136,420,145,7.1831,273300,"NEAR OCEAN"
-118.42,34.05,38,4888,1126,1698,937,4.8304,500001,"<1H OCEAN"
-118.14,33.77,49,2792,690,1301,648,3.2917,307400,"NEAR OCEAN"
-117.18,32.84,30,2290,523,1272,472,3.5606,165100,"NEAR OCEAN"
-117.3,34.07,34,567,143,387,138,1.7981,73300,"INLAND"
-122.56,41.69,21,2010,360,947,306,2.4107,70100,"INLAND"
-115.53,32.97,35,1583,340,933,318,2.4063,70700,"INLAND"
-122.28,37.89,52,2616,473,1085,487,4.125,270900,"NEAR BAY"
-119.83,36.37,25,1549,269,819,272,2.7159,101400,"INLAND"
-119.05,36.07,21,2472,523,1238,504,1.7756,62900,"INLAND"
-118.25,33.79,38,1730,460,1724,424,2.7308,150400,"NEAR OCEAN"
-117.91,34.1,35,2746,478,1779,501,4.25,166700,"<1H OCEAN"
-117.13,32.63,10,7374,1157,1900,794,8.7991,478500,"NEAR OCEAN"
-122.23,37.42,16,1945,320,512,300,7.4542,500001,"NEAR OCEAN"
-118.27,33.81,42,865,208,811,218,3.8621,165300,"<1H OCEAN"
-122.01,38.44,12,2344,354,1035,321,4.9773,281200,"INLAND"
-117.22,33.92,5,16884,2865,9509,2688,4.0938,130900,"INLAND"
-118.68,34.33,45,121,25,67,27,2.9821,325000,"<1H OCEAN"
-118.54,34.18,17,7214,1994,4100,1823,3.0943,174500,"<1H OCEAN"
-118.3,34.17,16,1353,398,1211,357,3.1551,205000,"<1H OCEAN"
-121.34,36.76,15,2638,429,1289,357,4.1528,336800,"INLAND"
-116.99,32.96,17,5509,866,2748,817,4.8854,181300,"<1H OCEAN"
-122.53,37.97,44,3595,953,1831,910,2.6036,287500,"NEAR BAY"
-122.33,37.93,34,2326,471,1356,441,2.3475,90300,"NEAR BAY"
-121.75,39.4,29,1687,327,864,334,2.4943,81900,"INLAND"
