"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
-121.53,39.44,26,1340,255,662,239,2.6071,57100,"INLAND"
-121.52,39.43,15,2119,389,1079,374,2.3566,80400,"INLAND"
-121.7,39.37,32,1852,373,911,365,1.7885,57000,"INLAND"
-121.69,39.36,34,842,186,635,165,1.8355,63000,"INLAND"
-121.74,39.38,27,2596,435,1100,409,2.3243,85500,"INLAND"
-121.8,39.33,30,1019,192,501,185,2.5259,81300,"INLAND"
-120.56,38.09,34,2745,559,1150,491,2.3654,94900,"INLAND"
-120.55,38.07,27,1199,224,463,199,2.9063,92200,"INLAND"
-120.67,37.97,9,7450,1475,2233,930,2.6528,133000,"INLAND"
-120.42,38.42,18,2912,663,999,411,2.7344,91900,"INLAND"
-120.55,38.31,18,1411,312,592,230,1.625,94700,"INLAND"
-120.57,38.35,17,1504,358,661,250,2.2604,84800,"INLAND"
-120.34,38.23,10,3757,722,546,223,3.75,121400,"INLAND"
-120.27,38.31,13,3297,662,267,97,3.075,108300,"INLAND"
-122.33,39.1,10,266,62,154,49,2.25,75000,"INLAND"
-122.17,39.31,35,2791,552,1395,476,2.5625,62700,"INLAND"
-121.65,38.03,28,3144,694,1095,482,3.4402,192400,"INLAND"
-121.72,38,7,7957,1314,4460,1293,4.9618,156500,"INLAND"
-121.7,37.93,10,3258,612,1779,558,4.6587,152500,"INLAND"
-121.81,38.01,47,1942,430,1074,393,2.2361,105100,"INLAND"
-121.78,38,8,2371,375,1094,396,5.3245,174500,"INLAND"
-121.84,37.99,13,4545,952,2188,901,3.3625,126100,"INLAND"
-121.79,37.99,10,4156,609,1878,586,5.6506,178600,"INLAND"
-121.9,38.03,51,2982,689,1831,608,2.0034,87700,"INLAND"
-121.89,38.02,36,2707,550,1827,545,3.3371,94600,"INLAND"
-121.9,38.02,5,1560,369,1037,372,3.6154,181800,"INLAND"
-121.88,38,16,2605,440,1352,408,4.1947,140300,"INLAND"
-121.88,38.01,9,5329,1284,2827,1202,2.7374,150000,"INLAND"
-121.89,37.99,4,2171,597,928,461,4.1016,170500,"INLAND"
-121.92,38.02,8,2750,479,1526,484,5.102,156500,"INLAND"
-121.89,38.01,32,1000,188,663,212,4.0972,99200,"INLAND"
-121.95,38.02,9,3360,833,2041,810,2.1013,100700,"INLAND"
-121.92,38.03,16,2176,464,1410,434,3.5436,100200,"INLAND"
-121.98,38.05,31,2810,518,1640,503,3.3661,98500,"INLAND"
-122.14,38.02,44,1625,432,825,385,2.0523,133900,"NEAR BAY"
-122.11,37.99,16,3913,710,1782,676,5.1297,206700,"NEAR BAY"
-122.11,37.99,10,2864,514,1300,507,4.3875,287700,"NEAR BAY"
-122.07,37.97,20,1705,353,856,341,3.7262,211800,"NEAR BAY"
-122.08,37.96,21,9135,1534,3748,1502,6.0859,266000,"NEAR BAY"
-122.06,37.95,36,2213,386,950,370,4.7386,186400,"NEAR BAY"
-122.07,37.94,43,1454,234,683,258,4.475,265700,"NEAR BAY"
-122.02,38,28,2965,533,1591,472,4.6375,178200,"NEAR BAY"
-122.02,37.99,37,2247,416,1237,397,4.45,161900,"NEAR BAY"
-122.02,37.98,37,1474,343,782,331,3.4187,161700,"NEAR BAY"
-121.99,37.97,28,2839,428,1372,443,6.2135,217200,"INLAND"
-121.99,37.97,30,3320,589,1470,543,4.6071,184100,"INLAND"
-121.99,37.96,16,3324,479,1470,461,7.6166,260400,"INLAND"
-121.99,37.96,17,2756,423,1228,426,5.5872,200600,"INLAND"
-122.04,37.96,20,1143,346,578,298,2.2411,151800,"NEAR BAY"
-122.05,37.95,27,3513,791,1875,694,3.1838,182000,"NEAR BAY"
-122.01,37.95,8,3866,539,1555,513,6.0901,298200,"NEAR BAY"
-122.03,37.96,20,2636,691,1142,627,2.1083,162500,"NEAR BAY"
-122.01,37.94,23,3741,NA,1339,499,6.7061,322300,"NEAR BAY"
-122.01,37.94,18,2077,298,937,292,6.3809,273600,"NEAR BAY"
-122.01,37.93,25,2652,335,1062,334,7.5898,330200,"NEAR BAY"
-122.04,37.95,33,1653,334,814,328,3.1406,163100,"NEAR BAY"
-122.07,37.93,25,7201,1521,3264,1433,3.7433,252100,"NEAR BAY"
-122.08,37.9,32,1075,170,486,173,5.0499,306800,"NEAR BAY"
-122.05,37.9,32,4498,862,1818,851,4.8088,321200,"NEAR BAY"
-122.02,37.89,29,6349,858,2450,778,7.5,356200,"NEAR BAY"
-121.98,37.8,17,3354,422,1457,425,7.6473,345800,"<1H OCEAN"
-121.97,37.77,13,7241,1007,3221,947,7.2216,324600,"<1H OCEAN"
-121.99,37.77,14,8213,1364,3283,1286,5.1755,294800,"<1H OCEAN"
-122,37.86,18,8953,1074,3011,993,10.7372,500001,"<1H OCEAN"
-122.1,37.89,21,3282,653,1398,601,5.2079,310300,"NEAR BAY"
-122.12,37.88,35,2785,362,1001,363,8.0448,433300,"NEAR BAY"
-122.07,37.88,11,1077,318,590,264,3.5536,387200,"NEAR BAY"
-122.06,37.85,17,7475,1556,2092,1449,3.6437,186500,"NEAR BAY"
-122.17,37.88,33,3626,502,1348,480,7.6107,423200,"NEAR BAY"
-122.18,37.9,36,4760,610,1511,572,9.0064,500001,"NEAR BAY"
-121.81,37.97,8,1584,236,615,202,6.4753,166800,"INLAND"
-121.94,37.83,11,2836,373,959,335,10.5815,500001,"INLAND"
-121.91,37.81,7,3477,416,1216,395,13.1499,500001,"INLAND"
-121.82,37.81,12,4711,659,2089,621,8.3209,485400,"INLAND"
-122.01,37.92,18,2808,337,1038,337,8.3956,353600,"NEAR BAY"
-121.92,37.96,14,5332,884,2093,839,5.2798,237400,"INLAND"
-122.2,37.96,9,6306,962,2581,911,6.7741,310700,"NEAR BAY"
-122.23,38.06,52,1350,266,490,257,3.125,171100,"NEAR BAY"
-122.2,38.04,31,3029,500,1236,487,5.6022,197000,"NEAR BAY"
-122.26,38.03,25,2239,361,928,353,4.4474,203700,"NEAR BAY"
-122.32,38.06,4,7999,1611,3596,1396,5.0969,174200,"NEAR BAY"
-122.36,38.03,32,2159,393,981,369,4.3173,175400,"NEAR BAY"
-122.26,38.02,5,3846,786,2053,716,5.0473,184800,"NEAR BAY"
-122.32,37.95,37,1887,353,895,359,4.45,196600,"NEAR BAY"
-122.31,37.94,38,2172,403,945,384,4.3958,194200,"NEAR BAY"
-122.32,37.95,36,1425,245,573,239,4.35,185000,"NEAR BAY"
-122.32,38.01,26,3054,492,1495,496,4.6944,171100,"NEAR BAY"
-122.33,37.98,3,2850,544,1024,515,6.0115,175000,"NEAR BAY"
-122.36,37.95,40,408,102,302,81,1.8333,69800,"NEAR BAY"
-122.37,37.95,32,1298,363,716,268,0.9797,76400,"NEAR BAY"
-122.34,37.97,19,392,109,287,81,6.0426,110000,"NEAR BAY"
-122.33,37.97,19,5151,1335,2548,1165,3.3125,158800,"NEAR BAY"
-122.33,37.98,32,1967,348,1144,364,4.4135,150100,"NEAR BAY"
-122.33,37.97,45,1982,376,1179,398,3.5463,130800,"NEAR BAY"
-122.35,37.96,29,1899,524,1357,443,1.875,97200,"NEAR BAY"
-122.34,37.96,33,1817,441,1220,389,2.5382,103600,"NEAR BAY"
-122.33,37.94,47,1882,361,797,342,3.5848,140800,"NEAR BAY"
-122.36,37.95,38,1042,289,773,248,2.7714,104700,"NEAR BAY"
-122.34,37.94,47,2313,433,947,430,3.942,143300,"NEAR BAY"
-122.34,37.94,42,2206,451,989,444,3.125,143900,"NEAR BAY"
-122.35,37.93,19,1334,366,1048,316,1.7865,88000,"NEAR BAY"
-122.36,37.94,43,369,107,371,111,1.6,79400,"NEAR BAY"
-122.37,37.94,40,1064,266,912,239,1.0521,69100,"NEAR BAY"
-122.37,37.93,45,3150,756,1798,749,1.75,37900,"NEAR BAY"
-122.36,37.92,52,215,41,126,43,1.3929,104200,"NEAR BAY"
-122.34,37.93,45,2225,486,1304,459,2.64,112100,"NEAR BAY"
-122.35,37.93,41,268,75,198,82,3.2222,156300,"NEAR BAY"
-122.31,37.91,39,2955,696,1417,682,2.7628,167800,"NEAR BAY"
-122.31,37.93,36,2403,408,917,404,5.0399,253400,"NEAR BAY"
-122.31,37.93,36,1526,256,696,263,3.5089,261900,"NEAR BAY"
-122.32,37.93,33,296,73,216,63,2.675,22500,"NEAR BAY"
-122.31,37.92,38,1250,236,631,279,3.724,220100,"NEAR BAY"
-122.31,37.92,43,2116,407,900,361,4.1587,212200,"NEAR BAY"
-122.3,37.9,37,2125,489,912,462,2.9219,217200,"NEAR BAY"
-122.29,37.91,46,2085,346,748,354,4.0536,262000,"NEAR BAY"
-122.28,37.91,48,2083,298,685,286,7.3089,331200,"NEAR BAY"
-124.3,41.8,19,2672,552,1298,478,1.9797,85800,"NEAR OCEAN"
-124.21,41.77,17,3461,722,1947,647,2.5795,68400,"NEAR OCEAN"
-124.19,41.78,15,3140,714,1645,640,1.6654,74600,"NEAR OCEAN"
-124.16,41.92,19,1668,324,841,283,2.1336,75000,"NEAR OCEAN"
-124.3,41.84,17,2677,531,1244,456,3.0313,103600,"NEAR OCEAN"
-123.83,41.88,18,1504,357,660,258,3.13,116700,"<1H OCEAN"
-119.95,38.95,8,430,107,36,18,2.625,187500,"INLAND"
-119.95,38.94,24,2180,517,755,223,2.5875,173400,"INLAND"
-119.97,38.94,26,1485,334,406,180,1.9667,84600,"INLAND"
-119.96,38.94,27,1492,393,717,254,1.8906,104200,"INLAND"
-119.98,38.94,25,1339,328,503,219,1.9018,109700,"INLAND"
